problem_id,worker_role,worker_domain,problem_title,problem_description,type_of_issue,impacted_users_estimate,public_reputation_risk,revenue_impact_estimate,time_to_fix_estimate_hours,label
P0741,Community Manager,Platform Integrity,"The recommendation system is favoring a narrow group of creators, leading to unfair exposure","The recommendation system is favoring a narrow group of creators, leading to unfair exposure.",algorithm bias,30501,1,6613,15,hair_on_fire
P0742,Data Scientist,Platform Integrity,Users report that the button to submit forms is not working on mobile devices,Users report that the button to submit forms is not working on mobile devices.,UX bug,447281,1,0,59,vitamin
P0743,Marketer,Monetization,Moderators are overwhelmed with spam reports; SLA targets are not being met,Moderators are overwhelmed with spam reports; SLA targets are not being met.,community report overload,857250,0,87932,70,hair_on_fire
P0744,Engineer,User Experience,"The recommendation system is favoring a narrow group of creators, leading to unfair exposure","The recommendation system is favoring a narrow group of creators, leading to unfair exposure.",algorithm bias,97529,1,0,41,vitamin
P0745,Community Manager,User Experience,API servers experience outages affecting user authentication,API servers experience outages affecting user authentication.,server downtime,993571,0,0,35,hair_on_fire
P0746,Marketer,Developer Tools,"The recommendation system is favoring a narrow group of creators, leading to unfair exposure","The recommendation system is favoring a narrow group of creators, leading to unfair exposure.",algorithm bias,733699,1,42567,60,hair_on_fire
P0747,Community Manager,Platform Integrity,Users report that the button to submit forms is not working on mobile devices,Users report that the button to submit forms is not working on mobile devices.,UX bug,498524,0,60455,23,hair_on_fire
P0748,Policy Analyst,Trust & Safety,"The recommendation system is favoring a narrow group of creators, leading to unfair exposure","The recommendation system is favoring a narrow group of creators, leading to unfair exposure.",algorithm bias,532723,0,93621,15,hair_on_fire
P0749,Marketer,Core Engineering,Inappropriate ads are being shown alongside children's content,Inappropriate ads are being shown alongside children's content.,ad misplacement,558724,1,54190,32,hair_on_fire
P0750,Product Designer,Growth,"App launch times have increased, leading to user drop-off","App launch times have increased, leading to user drop-off.",slow app performance,402560,0,90971,57,hair_on_fire
P0751,Data Scientist,Trust & Safety,API servers experience outages affecting user authentication,API servers experience outages affecting user authentication.,server downtime,181593,0,93311,64,hair_on_fire
P0752,Engineer,User Experience,Moderators are overwhelmed with spam reports; SLA targets are not being met,Moderators are overwhelmed with spam reports; SLA targets are not being met.,community report overload,582151,0,23091,41,hair_on_fire
P0753,Data Scientist,Core Engineering,Users report that the button to submit forms is not working on mobile devices,Users report that the button to submit forms is not working on mobile devices.,UX bug,718907,1,84540,9,hair_on_fire
P0754,Engineer,Accessibility,"The recommendation system is favoring a narrow group of creators, leading to unfair exposure","The recommendation system is favoring a narrow group of creators, leading to unfair exposure.",algorithm bias,930461,0,86623,21,hair_on_fire
P0755,Community Manager,Monetization,Detected unauthorized access to user data through a vulnerability,Detected unauthorized access to user data through a vulnerability.,security breach,645574,1,0,42,hair_on_fire
P0756,Policy Analyst,Monetization,Detected unauthorized access to user data through a vulnerability,Detected unauthorized access to user data through a vulnerability.,security breach,752758,1,76379,3,hair_on_fire
P0757,Data Scientist,Growth,Inappropriate ads are being shown alongside children's content,Inappropriate ads are being shown alongside children's content.,ad misplacement,65542,1,6963,2,hair_on_fire
P0758,Marketer,Core Engineering,Inappropriate ads are being shown alongside children's content,Inappropriate ads are being shown alongside children's content.,ad misplacement,907830,0,0,52,vitamin
P0759,Marketer,Developer Tools,Detected unauthorized access to user data through a vulnerability,Detected unauthorized access to user data through a vulnerability.,security breach,400199,1,86833,24,hair_on_fire
P0760,Community Manager,Growth,API servers experience outages affecting user authentication,API servers experience outages affecting user authentication.,server downtime,582501,1,47223,55,hair_on_fire
P0761,Research Scientist,Monetization,"The recommendation system is favoring a narrow group of creators, leading to unfair exposure","The recommendation system is favoring a narrow group of creators, leading to unfair exposure.",algorithm bias,140900,0,0,4,vitamin
P0762,Research Scientist,User Experience,Detected unauthorized access to user data through a vulnerability,Detected unauthorized access to user data through a vulnerability.,security breach,142471,0,0,55,hair_on_fire
P0763,Community Manager,Developer Tools,"The recommendation system is favoring a narrow group of creators, leading to unfair exposure","The recommendation system is favoring a narrow group of creators, leading to unfair exposure.",algorithm bias,476567,1,58988,51,hair_on_fire
P0764,Marketer,Accessibility,"The recommendation system is favoring a narrow group of creators, leading to unfair exposure","The recommendation system is favoring a narrow group of creators, leading to unfair exposure.",algorithm bias,445505,0,95802,32,hair_on_fire
P0765,Policy Analyst,Developer Tools,Moderators are overwhelmed with spam reports; SLA targets are not being met,Moderators are overwhelmed with spam reports; SLA targets are not being met.,community report overload,35187,0,92390,49,hair_on_fire
P0766,Engineer,User Experience,Users report that the button to submit forms is not working on mobile devices,Users report that the button to submit forms is not working on mobile devices.,UX bug,149089,1,10254,68,hair_on_fire
P0767,Engineer,Accessibility,"App launch times have increased, leading to user drop-off","App launch times have increased, leading to user drop-off.",slow app performance,661397,0,70673,41,hair_on_fire
P0768,Content Moderator,Trust & Safety,Users are sharing false information rapidly,Users are sharing false information rapidly. Needs immediate intervention to avoid public trust issues.,misinformation,491744,1,61503,44,hair_on_fire
P0769,Data Scientist,Trust & Safety,Inappropriate ads are being shown alongside children's content,Inappropriate ads are being shown alongside children's content.,ad misplacement,303357,0,0,40,vitamin
P0770,Policy Analyst,Platform Integrity,"App launch times have increased, leading to user drop-off","App launch times have increased, leading to user drop-off.",slow app performance,606324,0,86025,39,hair_on_fire
P0771,Content Moderator,Monetization,"App launch times have increased, leading to user drop-off","App launch times have increased, leading to user drop-off.",slow app performance,86618,0,36418,34,hair_on_fire
P0772,Research Scientist,Monetization,Inappropriate ads are being shown alongside children's content,Inappropriate ads are being shown alongside children's content.,ad misplacement,899629,1,0,16,vitamin
P0773,Research Scientist,Growth,"App launch times have increased, leading to user drop-off","App launch times have increased, leading to user drop-off.",slow app performance,387828,0,0,32,vitamin
P0774,Community Manager,Growth,Users are sharing false information rapidly,Users are sharing false information rapidly. Needs immediate intervention to avoid public trust issues.,misinformation,359602,0,78059,21,hair_on_fire
P0775,Community Manager,Developer Tools,Detected unauthorized access to user data through a vulnerability,Detected unauthorized access to user data through a vulnerability.,security breach,249605,1,21926,28,hair_on_fire
P0776,Marketer,Platform Integrity,Inappropriate ads are being shown alongside children's content,Inappropriate ads are being shown alongside children's content.,ad misplacement,792282,0,0,61,vitamin
P0777,Data Scientist,User Experience,Inappropriate ads are being shown alongside children's content,Inappropriate ads are being shown alongside children's content.,ad misplacement,499501,0,92485,51,hair_on_fire
P0778,Community Manager,Monetization,"The recommendation system is favoring a narrow group of creators, leading to unfair exposure","The recommendation system is favoring a narrow group of creators, leading to unfair exposure.",algorithm bias,556308,1,0,59,vitamin
P0779,Data Scientist,Trust & Safety,Users are sharing false information rapidly,Users are sharing false information rapidly. Needs immediate intervention to avoid public trust issues.,misinformation,102193,1,56595,36,hair_on_fire
P0780,Marketer,Monetization,Inappropriate ads are being shown alongside children's content,Inappropriate ads are being shown alongside children's content.,ad misplacement,841389,0,0,52,vitamin
P0781,Community Manager,Accessibility,API servers experience outages affecting user authentication,API servers experience outages affecting user authentication.,server downtime,545309,1,23582,42,hair_on_fire
P0782,Content Moderator,Platform Integrity,Users report that the button to submit forms is not working on mobile devices,Users report that the button to submit forms is not working on mobile devices.,UX bug,12642,1,0,15,vitamin
P0783,Community Manager,Trust & Safety,API servers experience outages affecting user authentication,API servers experience outages affecting user authentication.,server downtime,760580,1,0,6,hair_on_fire
P0784,Content Moderator,Core Engineering,Users are sharing false information rapidly,Users are sharing false information rapidly. Needs immediate intervention to avoid public trust issues.,misinformation,984194,0,83634,17,hair_on_fire
P0785,Engineer,Core Engineering,"The recommendation system is favoring a narrow group of creators, leading to unfair exposure","The recommendation system is favoring a narrow group of creators, leading to unfair exposure.",algorithm bias,394320,0,91180,25,hair_on_fire
P0786,Policy Analyst,Monetization,"App launch times have increased, leading to user drop-off","App launch times have increased, leading to user drop-off.",slow app performance,692661,0,36226,56,hair_on_fire
P0787,Marketer,Monetization,"The recommendation system is favoring a narrow group of creators, leading to unfair exposure","The recommendation system is favoring a narrow group of creators, leading to unfair exposure.",algorithm bias,818756,0,0,9,vitamin
P0788,Data Scientist,Developer Tools,Moderators are overwhelmed with spam reports; SLA targets are not being met,Moderators are overwhelmed with spam reports; SLA targets are not being met.,community report overload,63076,1,34690,24,hair_on_fire
P0789,Community Manager,Core Engineering,"App launch times have increased, leading to user drop-off","App launch times have increased, leading to user drop-off.",slow app performance,973793,0,23388,64,hair_on_fire
P0790,Engineer,Growth,Detected unauthorized access to user data through a vulnerability,Detected unauthorized access to user data through a vulnerability.,security breach,229094,0,93768,35,hair_on_fire
P0791,Engineer,Platform Integrity,Users report that the button to submit forms is not working on mobile devices,Users report that the button to submit forms is not working on mobile devices.,UX bug,73932,1,2459,65,vitamin
P0792,Research Scientist,Platform Integrity,Users are sharing false information rapidly,Users are sharing false information rapidly. Needs immediate intervention to avoid public trust issues.,misinformation,696989,1,0,44,hair_on_fire
P0793,Data Scientist,Platform Integrity,"App launch times have increased, leading to user drop-off","App launch times have increased, leading to user drop-off.",slow app performance,501465,1,95389,10,hair_on_fire
P0794,Product Designer,Platform Integrity,Detected unauthorized access to user data through a vulnerability,Detected unauthorized access to user data through a vulnerability.,security breach,722842,1,0,70,hair_on_fire
P0795,Marketer,Trust & Safety,Inappropriate ads are being shown alongside children's content,Inappropriate ads are being shown alongside children's content.,ad misplacement,420175,0,84813,13,hair_on_fire
P0796,Marketer,Trust & Safety,Users report that the button to submit forms is not working on mobile devices,Users report that the button to submit forms is not working on mobile devices.,UX bug,882142,1,38005,27,hair_on_fire
P0797,Research Scientist,Platform Integrity,Detected unauthorized access to user data through a vulnerability,Detected unauthorized access to user data through a vulnerability.,security breach,692929,0,0,51,hair_on_fire
P0798,Engineer,Trust & Safety,"App launch times have increased, leading to user drop-off","App launch times have increased, leading to user drop-off.",slow app performance,89084,1,18342,6,hair_on_fire
P0799,Product Designer,Platform Integrity,API servers experience outages affecting user authentication,API servers experience outages affecting user authentication.,server downtime,513097,1,0,71,hair_on_fire
P0800,Policy Analyst,User Experience,"App launch times have increased, leading to user drop-off","App launch times have increased, leading to user drop-off.",slow app performance,17315,0,44265,7,hair_on_fire
P0801,Data Scientist,Core Engineering,API servers experience outages affecting user authentication,API servers experience outages affecting user authentication.,server downtime,846409,1,70328,21,hair_on_fire
P0802,Product Designer,Core Engineering,Users are sharing false information rapidly,Users are sharing false information rapidly. Needs immediate intervention to avoid public trust issues.,misinformation,771285,0,2498,62,hair_on_fire
P0803,Content Moderator,Accessibility,"The recommendation system is favoring a narrow group of creators, leading to unfair exposure","The recommendation system is favoring a narrow group of creators, leading to unfair exposure.",algorithm bias,15163,0,40283,14,hair_on_fire
P0804,Community Manager,Growth,Users report that the button to submit forms is not working on mobile devices,Users report that the button to submit forms is not working on mobile devices.,UX bug,857625,0,0,30,vitamin
P0805,Engineer,Accessibility,Detected unauthorized access to user data through a vulnerability,Detected unauthorized access to user data through a vulnerability.,security breach,353829,1,89664,71,hair_on_fire
P0806,Research Scientist,Trust & Safety,API servers experience outages affecting user authentication,API servers experience outages affecting user authentication.,server downtime,801451,0,43975,10,hair_on_fire
P0807,Engineer,Monetization,"The recommendation system is favoring a narrow group of creators, leading to unfair exposure","The recommendation system is favoring a narrow group of creators, leading to unfair exposure.",algorithm bias,794448,1,0,49,vitamin
P0808,Research Scientist,User Experience,API servers experience outages affecting user authentication,API servers experience outages affecting user authentication.,server downtime,970741,0,0,50,hair_on_fire
P0809,Research Scientist,Platform Integrity,"App launch times have increased, leading to user drop-off","App launch times have increased, leading to user drop-off.",slow app performance,84743,0,0,13,vitamin
P0810,Policy Analyst,Developer Tools,"App launch times have increased, leading to user drop-off","App launch times have increased, leading to user drop-off.",slow app performance,726090,0,0,36,vitamin
P0811,Community Manager,Developer Tools,API servers experience outages affecting user authentication,API servers experience outages affecting user authentication.,server downtime,983758,0,4931,25,hair_on_fire
P0812,Community Manager,Core Engineering,Inappropriate ads are being shown alongside children's content,Inappropriate ads are being shown alongside children's content.,ad misplacement,364850,1,0,32,vitamin
P0813,Product Designer,Core Engineering,Users report that the button to submit forms is not working on mobile devices,Users report that the button to submit forms is not working on mobile devices.,UX bug,649085,1,70742,66,hair_on_fire
P0814,Product Designer,User Experience,API servers experience outages affecting user authentication,API servers experience outages affecting user authentication.,server downtime,289954,0,0,21,hair_on_fire
P0815,Community Manager,User Experience,"The recommendation system is favoring a narrow group of creators, leading to unfair exposure","The recommendation system is favoring a narrow group of creators, leading to unfair exposure.",algorithm bias,167620,0,0,48,vitamin
P0816,Policy Analyst,Accessibility,Detected unauthorized access to user data through a vulnerability,Detected unauthorized access to user data through a vulnerability.,security breach,263692,1,99406,60,hair_on_fire
P0817,Content Moderator,Core Engineering,Users are sharing false information rapidly,Users are sharing false information rapidly. Needs immediate intervention to avoid public trust issues.,misinformation,969887,0,0,5,hair_on_fire
P0818,Community Manager,Core Engineering,Users report that the button to submit forms is not working on mobile devices,Users report that the button to submit forms is not working on mobile devices.,UX bug,938658,0,77687,43,hair_on_fire
P0819,Data Scientist,Accessibility,Moderators are overwhelmed with spam reports; SLA targets are not being met,Moderators are overwhelmed with spam reports; SLA targets are not being met.,community report overload,241338,0,12853,32,hair_on_fire
P0820,Data Scientist,Accessibility,Detected unauthorized access to user data through a vulnerability,Detected unauthorized access to user data through a vulnerability.,security breach,934764,0,0,64,hair_on_fire
P0821,Content Moderator,Developer Tools,"The recommendation system is favoring a narrow group of creators, leading to unfair exposure","The recommendation system is favoring a narrow group of creators, leading to unfair exposure.",algorithm bias,226765,1,0,49,vitamin
P0822,Research Scientist,User Experience,API servers experience outages affecting user authentication,API servers experience outages affecting user authentication.,server downtime,662822,1,26504,44,hair_on_fire
P0823,Research Scientist,Platform Integrity,Users are sharing false information rapidly,Users are sharing false information rapidly. Needs immediate intervention to avoid public trust issues.,misinformation,294334,0,0,61,hair_on_fire
P0824,Community Manager,Developer Tools,"The recommendation system is favoring a narrow group of creators, leading to unfair exposure","The recommendation system is favoring a narrow group of creators, leading to unfair exposure.",algorithm bias,797373,1,0,39,vitamin
P0825,Research Scientist,Growth,API servers experience outages affecting user authentication,API servers experience outages affecting user authentication.,server downtime,90774,1,64122,29,hair_on_fire
P0826,Community Manager,User Experience,Inappropriate ads are being shown alongside children's content,Inappropriate ads are being shown alongside children's content.,ad misplacement,15308,1,32329,33,hair_on_fire
P0827,Marketer,Developer Tools,API servers experience outages affecting user authentication,API servers experience outages affecting user authentication.,server downtime,935243,0,665,55,hair_on_fire
P0828,Content Moderator,Platform Integrity,"App launch times have increased, leading to user drop-off","App launch times have increased, leading to user drop-off.",slow app performance,769205,0,51684,63,hair_on_fire
P0829,Engineer,User Experience,"App launch times have increased, leading to user drop-off","App launch times have increased, leading to user drop-off.",slow app performance,252294,0,1628,54,vitamin
P0830,Product Designer,Growth,Moderators are overwhelmed with spam reports; SLA targets are not being met,Moderators are overwhelmed with spam reports; SLA targets are not being met.,community report overload,310258,0,11892,4,hair_on_fire
P0831,Community Manager,Monetization,"The recommendation system is favoring a narrow group of creators, leading to unfair exposure","The recommendation system is favoring a narrow group of creators, leading to unfair exposure.",algorithm bias,737568,1,97948,5,hair_on_fire
P0832,Community Manager,User Experience,"The recommendation system is favoring a narrow group of creators, leading to unfair exposure","The recommendation system is favoring a narrow group of creators, leading to unfair exposure.",algorithm bias,916764,1,0,49,vitamin
P0833,Community Manager,Platform Integrity,Users report that the button to submit forms is not working on mobile devices,Users report that the button to submit forms is not working on mobile devices.,UX bug,403675,1,38874,56,hair_on_fire
P0834,Policy Analyst,Accessibility,Users report that the button to submit forms is not working on mobile devices,Users report that the button to submit forms is not working on mobile devices.,UX bug,650694,1,7184,67,hair_on_fire
P0835,Marketer,Platform Integrity,Users report that the button to submit forms is not working on mobile devices,Users report that the button to submit forms is not working on mobile devices.,UX bug,401657,1,5357,48,hair_on_fire
P0836,Marketer,Growth,Users report that the button to submit forms is not working on mobile devices,Users report that the button to submit forms is not working on mobile devices.,UX bug,588097,0,0,44,vitamin
P0837,Product Designer,Core Engineering,"App launch times have increased, leading to user drop-off","App launch times have increased, leading to user drop-off.",slow app performance,773299,0,99730,30,hair_on_fire
P0838,Marketer,Trust & Safety,Inappropriate ads are being shown alongside children's content,Inappropriate ads are being shown alongside children's content.,ad misplacement,528127,1,0,10,vitamin
P0839,Marketer,Trust & Safety,"App launch times have increased, leading to user drop-off","App launch times have increased, leading to user drop-off.",slow app performance,509945,0,69717,70,hair_on_fire
P0840,Policy Analyst,User Experience,Moderators are overwhelmed with spam reports; SLA targets are not being met,Moderators are overwhelmed with spam reports; SLA targets are not being met.,community report overload,838859,0,0,60,hair_on_fire
P0841,Engineer,Core Engineering,Detected unauthorized access to user data through a vulnerability,Detected unauthorized access to user data through a vulnerability.,security breach,941664,0,0,11,hair_on_fire
P0842,Engineer,Growth,Inappropriate ads are being shown alongside children's content,Inappropriate ads are being shown alongside children's content.,ad misplacement,117566,0,26772,68,hair_on_fire
P0843,Content Moderator,Monetization,Detected unauthorized access to user data through a vulnerability,Detected unauthorized access to user data through a vulnerability.,security breach,715651,0,55067,58,hair_on_fire
P0844,Content Moderator,Monetization,API servers experience outages affecting user authentication,API servers experience outages affecting user authentication.,server downtime,66107,0,30451,68,hair_on_fire
P0845,Marketer,Developer Tools,Moderators are overwhelmed with spam reports; SLA targets are not being met,Moderators are overwhelmed with spam reports; SLA targets are not being met.,community report overload,687714,1,87274,69,hair_on_fire
P0846,Community Manager,User Experience,Inappropriate ads are being shown alongside children's content,Inappropriate ads are being shown alongside children's content.,ad misplacement,594906,0,40172,23,hair_on_fire
P0847,Policy Analyst,Accessibility,"App launch times have increased, leading to user drop-off","App launch times have increased, leading to user drop-off.",slow app performance,390067,1,6202,20,hair_on_fire
P0848,Marketer,Monetization,"App launch times have increased, leading to user drop-off","App launch times have increased, leading to user drop-off.",slow app performance,174544,0,37387,25,hair_on_fire
P0849,Research Scientist,Growth,"The recommendation system is favoring a narrow group of creators, leading to unfair exposure","The recommendation system is favoring a narrow group of creators, leading to unfair exposure.",algorithm bias,249561,0,0,42,vitamin
P0850,Research Scientist,User Experience,Inappropriate ads are being shown alongside children's content,Inappropriate ads are being shown alongside children's content.,ad misplacement,387729,0,0,6,vitamin
P0851,Marketer,Trust & Safety,"The recommendation system is favoring a narrow group of creators, leading to unfair exposure","The recommendation system is favoring a narrow group of creators, leading to unfair exposure.",algorithm bias,391129,1,21311,70,hair_on_fire
P0852,Policy Analyst,Core Engineering,Users are sharing false information rapidly,Users are sharing false information rapidly. Needs immediate intervention to avoid public trust issues.,misinformation,424314,1,60036,42,hair_on_fire
P0853,Research Scientist,Platform Integrity,Moderators are overwhelmed with spam reports; SLA targets are not being met,Moderators are overwhelmed with spam reports; SLA targets are not being met.,community report overload,678784,1,37988,20,hair_on_fire
P0854,Community Manager,Trust & Safety,Users report that the button to submit forms is not working on mobile devices,Users report that the button to submit forms is not working on mobile devices.,UX bug,767280,1,18274,72,hair_on_fire
P0855,Engineer,Monetization,Users are sharing false information rapidly,Users are sharing false information rapidly. Needs immediate intervention to avoid public trust issues.,misinformation,421239,0,12121,43,hair_on_fire
P0856,Content Moderator,Accessibility,API servers experience outages affecting user authentication,API servers experience outages affecting user authentication.,server downtime,819334,1,0,12,hair_on_fire
P0857,Community Manager,Core Engineering,Detected unauthorized access to user data through a vulnerability,Detected unauthorized access to user data through a vulnerability.,security breach,203995,1,79308,67,hair_on_fire
P0858,Content Moderator,Trust & Safety,Detected unauthorized access to user data through a vulnerability,Detected unauthorized access to user data through a vulnerability.,security breach,155232,1,48867,3,hair_on_fire
P0859,Policy Analyst,Trust & Safety,Moderators are overwhelmed with spam reports; SLA targets are not being met,Moderators are overwhelmed with spam reports; SLA targets are not being met.,community report overload,323150,1,11481,29,hair_on_fire
P0860,Community Manager,Developer Tools,"App launch times have increased, leading to user drop-off","App launch times have increased, leading to user drop-off.",slow app performance,302754,0,55552,55,hair_on_fire
P0861,Research Scientist,Core Engineering,"The recommendation system is favoring a narrow group of creators, leading to unfair exposure","The recommendation system is favoring a narrow group of creators, leading to unfair exposure.",algorithm bias,217977,1,68852,44,hair_on_fire
P0862,Engineer,Developer Tools,Users report that the button to submit forms is not working on mobile devices,Users report that the button to submit forms is not working on mobile devices.,UX bug,7040,1,35825,55,hair_on_fire
P0863,Research Scientist,User Experience,"The recommendation system is favoring a narrow group of creators, leading to unfair exposure","The recommendation system is favoring a narrow group of creators, leading to unfair exposure.",algorithm bias,209036,0,37940,72,hair_on_fire
P0864,Community Manager,Platform Integrity,Inappropriate ads are being shown alongside children's content,Inappropriate ads are being shown alongside children's content.,ad misplacement,875226,1,96974,61,hair_on_fire
P0865,Product Designer,Platform Integrity,Users are sharing false information rapidly,Users are sharing false information rapidly. Needs immediate intervention to avoid public trust issues.,misinformation,161605,1,83958,62,hair_on_fire
P0866,Engineer,Monetization,Detected unauthorized access to user data through a vulnerability,Detected unauthorized access to user data through a vulnerability.,security breach,188185,1,84513,33,hair_on_fire
P0867,Content Moderator,Core Engineering,Inappropriate ads are being shown alongside children's content,Inappropriate ads are being shown alongside children's content.,ad misplacement,517100,0,47416,63,hair_on_fire
P0868,Data Scientist,Monetization,"App launch times have increased, leading to user drop-off","App launch times have increased, leading to user drop-off.",slow app performance,728068,0,96070,4,hair_on_fire
P0869,Policy Analyst,Growth,Users are sharing false information rapidly,Users are sharing false information rapidly. Needs immediate intervention to avoid public trust issues.,misinformation,153335,1,90869,19,hair_on_fire
P0870,Marketer,Growth,Users are sharing false information rapidly,Users are sharing false information rapidly. Needs immediate intervention to avoid public trust issues.,misinformation,286015,1,46659,8,hair_on_fire
P0871,Policy Analyst,Monetization,Users report that the button to submit forms is not working on mobile devices,Users report that the button to submit forms is not working on mobile devices.,UX bug,538928,0,24018,14,hair_on_fire
P0872,Research Scientist,Trust & Safety,Moderators are overwhelmed with spam reports; SLA targets are not being met,Moderators are overwhelmed with spam reports; SLA targets are not being met.,community report overload,867085,1,0,48,hair_on_fire
P0873,Engineer,Trust & Safety,"The recommendation system is favoring a narrow group of creators, leading to unfair exposure","The recommendation system is favoring a narrow group of creators, leading to unfair exposure.",algorithm bias,13624,0,48891,64,hair_on_fire
P0874,Data Scientist,Trust & Safety,"The recommendation system is favoring a narrow group of creators, leading to unfair exposure","The recommendation system is favoring a narrow group of creators, leading to unfair exposure.",algorithm bias,107492,0,0,30,vitamin
P0875,Product Designer,Core Engineering,Detected unauthorized access to user data through a vulnerability,Detected unauthorized access to user data through a vulnerability.,security breach,482960,0,0,18,hair_on_fire
P0876,Content Moderator,User Experience,Moderators are overwhelmed with spam reports; SLA targets are not being met,Moderators are overwhelmed with spam reports; SLA targets are not being met.,community report overload,326808,1,0,58,hair_on_fire
P0877,Marketer,Growth,Inappropriate ads are being shown alongside children's content,Inappropriate ads are being shown alongside children's content.,ad misplacement,30256,0,0,20,vitamin
P0878,Product Designer,Monetization,"The recommendation system is favoring a narrow group of creators, leading to unfair exposure","The recommendation system is favoring a narrow group of creators, leading to unfair exposure.",algorithm bias,220134,0,55680,16,hair_on_fire
P0879,Engineer,Platform Integrity,"App launch times have increased, leading to user drop-off","App launch times have increased, leading to user drop-off.",slow app performance,794222,1,0,15,vitamin
P0880,Content Moderator,Platform Integrity,"App launch times have increased, leading to user drop-off","App launch times have increased, leading to user drop-off.",slow app performance,124798,1,0,40,vitamin
P0881,Content Moderator,Core Engineering,Users report that the button to submit forms is not working on mobile devices,Users report that the button to submit forms is not working on mobile devices.,UX bug,964892,0,26217,25,hair_on_fire
P0882,Marketer,Platform Integrity,Users report that the button to submit forms is not working on mobile devices,Users report that the button to submit forms is not working on mobile devices.,UX bug,152727,1,45591,47,hair_on_fire
P0883,Research Scientist,Accessibility,Users report that the button to submit forms is not working on mobile devices,Users report that the button to submit forms is not working on mobile devices.,UX bug,104019,0,93822,26,hair_on_fire
P0884,Policy Analyst,Growth,Users are sharing false information rapidly,Users are sharing false information rapidly. Needs immediate intervention to avoid public trust issues.,misinformation,760683,0,66085,62,hair_on_fire
P0885,Marketer,Growth,"App launch times have increased, leading to user drop-off","App launch times have increased, leading to user drop-off.",slow app performance,706342,0,0,47,vitamin
P0886,Data Scientist,Developer Tools,API servers experience outages affecting user authentication,API servers experience outages affecting user authentication.,server downtime,539331,0,99799,42,hair_on_fire
P0887,Engineer,User Experience,Users report that the button to submit forms is not working on mobile devices,Users report that the button to submit forms is not working on mobile devices.,UX bug,545073,0,47349,38,hair_on_fire
P0888,Content Moderator,Core Engineering,Moderators are overwhelmed with spam reports; SLA targets are not being met,Moderators are overwhelmed with spam reports; SLA targets are not being met.,community report overload,517795,0,59892,41,hair_on_fire
P0889,Community Manager,Accessibility,Detected unauthorized access to user data through a vulnerability,Detected unauthorized access to user data through a vulnerability.,security breach,304804,1,0,10,hair_on_fire
P0890,Community Manager,Trust & Safety,"The recommendation system is favoring a narrow group of creators, leading to unfair exposure","The recommendation system is favoring a narrow group of creators, leading to unfair exposure.",algorithm bias,13506,1,51952,58,hair_on_fire
P0891,Engineer,Core Engineering,"The recommendation system is favoring a narrow group of creators, leading to unfair exposure","The recommendation system is favoring a narrow group of creators, leading to unfair exposure.",algorithm bias,414089,1,13332,23,hair_on_fire
P0892,Engineer,Trust & Safety,API servers experience outages affecting user authentication,API servers experience outages affecting user authentication.,server downtime,355181,0,52990,17,hair_on_fire
P0893,Product Designer,Developer Tools,"App launch times have increased, leading to user drop-off","App launch times have increased, leading to user drop-off.",slow app performance,292147,1,84388,53,hair_on_fire
P0894,Marketer,User Experience,Detected unauthorized access to user data through a vulnerability,Detected unauthorized access to user data through a vulnerability.,security breach,508169,1,0,60,hair_on_fire
P0895,Engineer,Core Engineering,Inappropriate ads are being shown alongside children's content,Inappropriate ads are being shown alongside children's content.,ad misplacement,513211,1,0,19,vitamin
P0896,Content Moderator,Core Engineering,Users are sharing false information rapidly,Users are sharing false information rapidly. Needs immediate intervention to avoid public trust issues.,misinformation,870745,0,3506,24,hair_on_fire
P0897,Data Scientist,Trust & Safety,"The recommendation system is favoring a narrow group of creators, leading to unfair exposure","The recommendation system is favoring a narrow group of creators, leading to unfair exposure.",algorithm bias,317559,0,86649,68,hair_on_fire
P0898,Community Manager,User Experience,API servers experience outages affecting user authentication,API servers experience outages affecting user authentication.,server downtime,307923,1,34296,71,hair_on_fire
P0899,Marketer,Platform Integrity,Users are sharing false information rapidly,Users are sharing false information rapidly. Needs immediate intervention to avoid public trust issues.,misinformation,451413,0,41229,50,hair_on_fire
P0900,Community Manager,User Experience,Users are sharing false information rapidly,Users are sharing false information rapidly. Needs immediate intervention to avoid public trust issues.,misinformation,34555,0,39720,23,hair_on_fire
P0901,Community Manager,Developer Tools,"The recommendation system is favoring a narrow group of creators, leading to unfair exposure","The recommendation system is favoring a narrow group of creators, leading to unfair exposure.",algorithm bias,327737,1,14336,64,hair_on_fire
P0902,Community Manager,User Experience,"The recommendation system is favoring a narrow group of creators, leading to unfair exposure","The recommendation system is favoring a narrow group of creators, leading to unfair exposure.",algorithm bias,531397,0,64840,50,hair_on_fire
P0903,Marketer,Monetization,Moderators are overwhelmed with spam reports; SLA targets are not being met,Moderators are overwhelmed with spam reports; SLA targets are not being met.,community report overload,64507,0,16803,48,hair_on_fire
P0904,Marketer,Platform Integrity,Moderators are overwhelmed with spam reports; SLA targets are not being met,Moderators are overwhelmed with spam reports; SLA targets are not being met.,community report overload,399160,0,46840,54,hair_on_fire
P0905,Marketer,Platform Integrity,API servers experience outages affecting user authentication,API servers experience outages affecting user authentication.,server downtime,259742,0,77664,12,hair_on_fire
P0906,Engineer,Monetization,Users report that the button to submit forms is not working on mobile devices,Users report that the button to submit forms is not working on mobile devices.,UX bug,354093,0,0,43,vitamin
